id,loan_paid_back
593994,0.86
593995,0.96
593996,0.65
593997,0.96
593998,0.95
593999,0.93
594000,0.98
594001,0.95
594002,0.87
594003,0.05
594004,0.07
594005,1.0
594006,0.79
594007,0.15
594008,0.94
594009,0.73
594010,0.99
594011,0.84
594012,0.94
594013,0.9
594014,0.77
594015,0.95
594016,0.8
594017,0.79
594018,0.92
594019,0.03
594020,0.83
594021,0.68
594022,0.95
594023,0.12
594024,0.82
594025,0.98
594026,0.95
594027,0.76
594028,0.78
594029,0.75
594030,0.89
594031,0.68
594032,0.65
594033,0.92
594034,0.89
594035,0.48
594036,0.96
594037,0.94
594038,0.9
594039,0.76
594040,0.88
594041,0.99
594042,0.24
594043,0.72
594044,0.9
594045,0.99
594046,0.97
594047,0.89
594048,0.91
594049,0.67
594050,0.96
594051,0.83
594052,0.78
594053,0.95
594054,0.83
594055,0.97
594056,0.79
594057,0.92
594058,0.92
594059,0.92
594060,0.82
594061,0.02
594062,0.15
594063,0.82
594064,0.82
594065,0.99
594066,0.88
594067,0.03
594068,0.57
594069,0.88
594070,0.84
594071,0.69
594072,0.99
594073,0.79
594074,0.83
594075,0.91
594076,0.37
594077,0.91
594078,0.78
594079,0.92
594080,0.97
594081,0.63
594082,0.89
594083,0.98
594084,0.52
594085,0.78
594086,0.16
594087,0.94
594088,0.53
594089,0.83
594090,0.78
594091,0.7
594092,0.7
594093,0.94
594094,0.49
594095,0.85
594096,0.09
594097,0.77
594098,0.83
594099,0.82
594100,0.87
594101,0.88
594102,0.71
594103,0.86
594104,0.97
594105,0.94
594106,0.88
594107,0.92
594108,0.88
594109,0.96
594110,0.97
594111,0.69
594112,0.82
594113,0.92
594114,0.97
594115,0.19
594116,0.89
594117,0.11
594118,0.22
594119,0.64
594120,0.9
594121,0.83
594122,0.96
594123,0.91
594124,0.98
594125,0.64
594126,0.16
594127,0.62
594128,0.07
594129,0.99
594130,0.97
594131,0.67
594132,0.97
594133,0.9
594134,0.76
594135,0.16
594136,0.95
594137,0.98
594138,0.82
594139,0.9
594140,0.9
594141,0.95
594142,0.91
594143,0.89
594144,0.68
594145,0.93
594146,0.93
594147,0.96
594148,0.86
594149,0.73
594150,0.96
594151,0.89
594152,0.95
594153,0.98
594154,0.91
594155,0.16
594156,0.74
594157,0.76
594158,0.75
594159,0.87
594160,0.88
594161,0.99
594162,0.96
594163,0.93
594164,0.81
594165,0.02
594166,1.0
594167,0.95
594168,0.86
594169,0.82
594170,0.91
594171,0.93
594172,0.07
594173,0.07
594174,0.83
594175,0.4
594176,0.89
594177,0.76
594178,0.74
594179,0.92
594180,0.93
594181,0.72
594182,0.9
594183,0.11
594184,0.88
594185,0.95
594186,0.94
594187,0.03
594188,0.95
594189,0.99
594190,0.55
594191,0.98
594192,0.91
594193,0.87
594194,0.73
594195,0.84
594196,0.93
594197,0.65
594198,0.77
594199,0.98
594200,0.89
594201,0.77
594202,0.09
594203,1.0
594204,0.93
594205,0.74
594206,0.87
594207,0.75
594208,0.08
594209,0.88
594210,0.99
594211,0.94
594212,0.92
594213,0.04
594214,0.84
594215,0.9
594216,1.0
594217,0.88
594218,0.63
594219,0.92
594220,0.96
594221,0.99
594222,0.59
594223,0.91
594224,0.95
594225,0.91
594226,0.99
594227,0.85
594228,0.92
594229,0.82
594230,0.93
594231,0.82
594232,0.93
594233,0.94
594234,0.08
594235,0.54
594236,0.9
594237,0.77
594238,0.91
594239,0.93
594240,0.99
594241,0.01
594242,0.96
594243,0.81
594244,0.81
594245,0.07
594246,0.82
594247,0.93
594248,0.88
594249,0.98
594250,0.07
594251,0.87
594252,0.94
594253,0.05
594254,0.96
594255,0.84
594256,0.99
594257,0.92
594258,0.85
594259,0.88
594260,0.45
594261,0.82
594262,0.68
594263,0.93
594264,0.86
594265,0.93
594266,0.99
594267,0.96
594268,0.82
594269,0.12
594270,0.76
594271,0.94
594272,0.84
594273,0.2
594274,0.06
594275,0.7
594276,0.99
594277,0.97
594278,0.93
594279,0.95
594280,0.81
594281,0.66
594282,0.89
594283,0.67
594284,0.92
594285,0.87
594286,0.94
594287,0.86
594288,0.05
594289,0.95
594290,0.04
594291,0.77
594292,0.54
594293,0.02
594294,0.91
594295,0.86
594296,0.93
594297,0.94
594298,0.89
594299,0.66
594300,0.89
594301,1.0
594302,0.83
594303,0.96
594304,0.99
594305,0.91
594306,0.76
594307,0.94
594308,0.98
594309,0.92
594310,0.95
594311,0.95
594312,0.91
594313,0.87
594314,0.81
594315,0.92
594316,0.76
594317,0.99
594318,0.03
594319,0.77
594320,0.91
