id,loan_paid_back
593994,0.9236149960814172
593995,0.9823386011597284
593996,0.46563617214801734
593997,0.9366338218642345
593998,0.946337737129058
593999,0.9740591562361335
594000,0.9836747270681127
594001,0.9659661040963213
594002,0.9059853344369369
594003,0.004192179795456827
594004,0.045239799519784414
594005,0.9921670769239634
594006,0.6959650825374533
594007,0.038504711988017415
594008,0.9695262961828676
594009,0.7886887277095979
594010,0.9917375165647331
594011,0.9204567637110157
594012,0.9870617931823568
594013,0.8486988723082336
594014,0.7198551769332275
594015,0.9830956936063031
594016,0.8325287526788815
594017,0.8742617185185017
594018,0.9431633206214752
594019,0.025216499790186
594020,0.7512838988953963
594021,0.5492277004123732
594022,0.9554824092150415
594023,0.014754464917793999
594024,0.9552608211946169
594025,0.9239470480359696
594026,0.963086338865012
594027,0.6286804229496623
594028,0.8751253874685639
594029,0.49768983501607406
594030,0.9282787082646984
594031,0.7511784897160548
594032,0.7122292996955885
594033,0.9473341977876489
594034,0.931950141043633
594035,0.4501842166268882
594036,0.9226638663493391
594037,0.9661041783309585
594038,0.980757309324159
594039,0.80603145860135
594040,0.9146422345802874
594041,0.9913368441647852
594042,0.13359187943860956
594043,0.8306307112175568
594044,0.898506724923565
594045,0.9933818710928376
594046,0.9947920052915235
594047,0.9437702281277448
594048,0.9182436521819299
594049,0.4873479382079795
594050,0.9441777952486761
594051,0.826379690359611
594052,0.5708105372453364
594053,0.9291450203836291
594054,0.7967589064593174
594055,0.9968269105345409
594056,0.82650019216166
594057,0.9822777715650474
594058,0.9338790804471658
594059,0.9833978421072889
594060,0.9521497022611317
594061,0.016866400319437917
594062,0.08018676175269712
594063,0.8451388333145103
594064,0.8218832288522262
594065,0.9968101166073777
594066,0.9102307590820938
594067,0.005877954805538043
594068,0.617672858594259
594069,0.9403264842578435
594070,0.8145293059911854
594071,0.8562393397369853
594072,0.9937281148726893
594073,0.868093191179093
594074,0.8265427206168426
594075,0.976720867914829
594076,0.2746459770709552
594077,0.9191778251558556
594078,0.7245192985697716
594079,0.9634329685164521
594080,0.98478844012447
594081,0.4955694797589055
594082,0.8818911212233133
594083,0.9798641821258991
594084,0.3005332708741503
594085,0.7853585557854347
594086,0.016642977422223235
