id,loan_paid_back
593994,0.93
593995,0.96
593996,0.27
593997,0.92
593998,0.94
593999,0.94
594000,0.96
594001,0.95
594002,0.93
594003,0.23
594004,0.67
594005,0.99
594006,0.6
594007,0.55
594008,0.95
594009,0.85
594010,0.99
594011,0.88
594012,0.98
594013,0.85
594014,0.78
594015,0.97
594016,0.85
594017,0.92
594018,0.92
594019,0.51
594020,0.74
594021,0.71
594022,0.92
594023,0.23
594024,0.92
594025,0.93
594026,0.95
594027,0.69
594028,0.83
594029,0.62
594030,0.94
594031,0.94
594032,0.87
594033,0.63
594034,0.92
594035,0.65
594036,0.92
594037,0.63
594038,0.95
594039,0.89
594040,0.92
594041,0.99
594042,0.66
594043,0.87
594044,0.93
594045,0.97
594046,0.99
594047,0.93
594048,0.89
594049,0.78
594050,0.91
594051,0.85
594052,0.39
594053,0.93
594054,0.84
594055,0.45
594056,0.86
594057,0.96
594058,0.9
594059,0.97
594060,0.96
594061,0.54
594062,0.62
594063,0.88
594064,0.88
594065,0.49
594066,0.93
594067,0.31
594068,0.22
594069,0.93
594070,0.81
594071,0.9
594072,0.99
594073,0.92
594074,0.87
594075,0.97
594076,0.47
594077,0.91
594078,0.15
594079,0.94
594080,0.77
594081,0.11
594082,0.89
594083,0.96
594084,0.44
594085,0.82
594086,0.42
594087,0.96
594088,0.48
594089,0.84
594090,0.85
594091,0.83
594092,0.8
594093,0.95
594094,0.41
594095,0.93
594096,0.25
594097,0.95
594098,0.91
594099,0.84
594100,0.94
594101,0.9
594102,0.65
594103,0.89
594104,0.97
594105,0.45
594106,0.94
594107,0.43
594108,0.93
594109,0.96
594110,0.95
594111,0.62
594112,0.91
594113,0.91
594114,0.9
594115,0.54
594116,0.94
594117,0.07
594118,0.25
594119,0.75
594120,0.89
594121,0.45
594122,0.95
594123,0.96
594124,0.94
594125,0.78
594126,0.62
594127,0.76
594128,0.42
594129,0.98
594130,0.96
594131,0.61
594132,0.95
594133,0.97
594134,0.93
594135,0.4
594136,0.93
594137,0.93
594138,0.54
594139,0.63
594140,0.93
594141,0.96
594142,0.94
594143,0.93
594144,0.72
594145,0.96
594146,0.26
594147,0.64
594148,0.66
594149,0.81
594150,0.97
594151,0.95
594152,0.98
594153,0.98
594154,0.92
594155,0.66
594156,0.83
594157,0.46
594158,0.83
594159,0.91
594160,0.93
594161,0.97
594162,0.99
594163,0.95
594164,0.79
594165,0.29
594166,0.98
594167,0.95
594168,0.54
594169,0.88
594170,0.92
594171,0.93
594172,0.18
594173,0.17
594174,0.95
594175,0.67
594176,0.94
594177,0.83
594178,0.87
594179,0.88
594180,0.5
594181,0.9
594182,0.92
594183,0.08
594184,0.95
594185,0.95
594186,0.94
594187,0.08
594188,0.96
594189,0.67
594190,0.61
594191,0.98
594192,0.95
594193,0.92
594194,0.87
594195,0.91
594196,0.91
594197,0.75
594198,0.76
594199,0.96
594200,0.94
594201,0.89
594202,0.47
594203,0.99
594204,0.93
594205,0.89
594206,0.7
594207,0.48
594208,0.43
594209,0.61
594210,0.97
594211,0.95
594212,0.92
594213,0.65
594214,0.94
594215,0.93
594216,0.98
594217,0.93
594218,0.72
594219,0.95
594220,0.95
594221,0.99
594222,0.72
594223,0.66
594224,0.86
594225,0.95
594226,0.99
594227,0.93
594228,0.94
594229,0.86
594230,0.96
594231,0.93
594232,0.97
594233,0.95
594234,0.63
594235,0.15
594236,0.91
594237,0.88
594238,0.96
594239,0.93
594240,0.97
594241,0.17
594242,0.97
594243,0.86
594244,0.91
594245,0.4
594246,0.53
594247,0.92
594248,0.57
594249,0.98
594250,0.53
594251,0.94
594252,0.96
594253,0.34
594254,0.73
594255,0.88
594256,0.99
594257,0.98
594258,0.85
594259,0.88
594260,0.46
594261,0.92
594262,0.75
594263,0.94
594264,0.93
594265,0.94
594266,0.74
594267,0.95
594268,0.47
594269,0.61
594270,0.78
594271,0.59
594272,0.92
594273,0.65
594274,0.44
594275,0.92
594276,0.98
594277,0.96
594278,0.96
594279,0.94
594280,0.89
594281,0.74
594282,0.33
594283,0.83
594284,0.9
594285,0.93
594286,0.96
594287,0.95
594288,0.29
594289,0.92
594290,0.12
594291,0.74
594292,0.84
594293,0.02
594294,0.46
594295,0.5
594296,0.97
594297,0.96
594298,0.92
594299,0.68
594300,0.93
594301,0.99
594302,0.94
594303,0.68
594304,0.82
594305,0.94
594306,0.93
594307,0.96
594308,1.0
594309,0.92
594310,0.94
594311,0.94
594312,0.96
594313,0.89
594314,0.86
594315,0.95
594316,0.53
594317,0.99
594318,0.45
594319,0.84
594320,0.92
594321,0.92
594322,0.45
594323,0.93
594324,0.93
594325,0.93
594326,0.75
594327,0.96
594328,0.19
594329,0.99
594330,0.96
594331,0.99
594332,0.93
594333,0.96
594334,0.13
594335,0.97
594336,0.49
594337,0.75
594338,0.91
594339,0.95
594340,0.65
594341,0.76
594342,0.61
594343,0.97
594344,0.95
594345,0.91
594346,0.98
594347,0.96
594348,0.97
594349,0.94
594350,0.75
594351,0.94
594352,0.95
594353,0.47
594354,0.35
594355,0.96
594356,0.63
594357,0.59
594358,0.71
594359,0.93
594360,0.21
594361,0.8
594362,0.52
594363,0.96
594364,0.99
594365,0.33
594366,0.39
594367,0.91
594368,0.94
594369,0.85
594370,0.24
594371,0.97
594372,0.88
594373,0.85
594374,0.81
594375,0.3
594376,0.82
594377,0.92
594378,0.89
594379,0.86
594380,0.96
594381,0.92
594382,0.88
594383,0.35
594384,0.91
594385,0.92
594386,0.11
594387,0.89
594388,0.94
594389,0.95
594390,0.92
594391,0.94
594392,0.95
594393,0.23
594394,0.95
594395,0.21
594396,0.98
594397,0.93
594398,0.96
594399,0.95
594400,0.96
594401,0.98
594402,0.17
594403,0.84
594404,0.54
594405,0.82
594406,0.96
594407,0.82
594408,0.85
594409,0.91
594410,0.64
594411,0.98
594412,0.94
594413,0.96
594414,0.65
594415,0.97
594416,0.73
594417,0.61
594418,0.95
594419,0.42
594420,0.97
594421,0.88
594422,0.68
594423,0.89
594424,0.74
594425,0.91
594426,0.87
594427,0.9
594428,0.94
594429,0.58
594430,0.92
594431,0.79
594432,0.93
594433,0.65
594434,0.95
594435,0.91
594436,0.6
594437,0.89
594438,0.85
594439,0.9
594440,0.98
594441,0.95
594442,0.25
594443,0.42
594444,0.95
594445,0.87
594446,0.91
594447,0.95
594448,0.74
594449,0.87
594450,0.69
594451,0.91
594452,0.53
594453,0.94
594454,0.88
594455,0.5
594456,0.62
594457,0.86
594458,0.84
594459,0.59
594460,0.41
594461,0.57
594462,0.95
594463,0.94
594464,0.64
594465,0.96
594466,0.96
594467,0.94
594468,0.84
594469,0.97
594470,0.22
594471,0.84
594472,0.76
594473,0.9
594474,0.94
594475,0.65
594476,0.99
594477,0.95
594478,0.53
594479,0.94
594480,0.53
594481,0.91
594482,0.95
594483,0.96
594484,0.4
594485,0.99
594486,0.91
594487,0.95
594488,0.77
594489,0.81
594490,0.95
594491,0.96
594492,0.76
594493,0.94
594494,0.95
594495,0.6
594496,0.96
594497,0.9
594498,0.76
594499,0.91
594500,0.95
594501,0.88
594502,0.93
594503,0.97
594504,0.81
594505,0.1
594506,0.65
594507,0.97
594508,0.97
594509,0.9
594510,0.65
594511,0.93
594512,0.67
594513,0.92
594514,0.93
594515,0.94
594516,0.27
594517,0.92
594518,0.64
594519,0.95
594520,0.73
594521,0.97
594522,0.78
594523,0.91
594524,0.92
594525,0.92
594526,0.94
594527,0.25
594528,0.71
594529,0.92
594530,0.98
594531,0.96
594532,0.92
594533,0.94
594534,0.88
594535,0.75
594536,0.94
594537,0.98
594538,0.95
594539,0.96
594540,0.45
594541,0.32
594542,0.82
594543,0.34
594544,0.98
594545,0.85
594546,0.94
594547,0.91
594548,0.51
594549,0.9
594550,0.5
594551,0.87
594552,0.96
594553,0.51
594554,0.93
594555,0.95
594556,0.97
594557,0.96
594558,0.95
594559,0.88
594560,0.9
594561,0.97
594562,0.95
594563,0.42
594564,0.6
594565,0.97
594566,0.97
594567,0.49
594568,0.94
594569,0.97
594570,0.49
594571,0.95
594572,0.85
594573,0.81
594574,0.92
594575,0.92
594576,0.83
594577,0.98
594578,0.76
594579,0.95
594580,0.37
594581,0.37
594582,0.73
594583,0.84
594584,0.92
594585,0.83
594586,0.92
594587,0.87
594588,0.96
594589,0.75
594590,0.96
594591,0.31
594592,0.94
594593,0.77
594594,0.46
594595,0.8
594596,0.67
594597,0.45
594598,0.8
594599,0.92
594600,0.93
594601,0.66
594602,0.61
594603,0.94
594604,0.97
594605,0.92
594606,0.97
594607,0.94
594608,0.95
594609,0.94
594610,0.97
594611,0.96
594612,0.97
594613,0.95
594614,0.95
594615,0.84
594616,0.92
594617,0.83
594618,0.95
594619,0.95
594620,0.92
594621,0.91
594622,0.98
594623,0.27
594624,0.98
594625,0.91
594626,0.94
594627,0.96
594628,0.95
594629,0.11
594630,0.91
594631,0.97
594632,0.94
594633,0.56
594634,0.67
594635,0.52
594636,0.43
594637,0.92
594638,0.95
594639,0.98
594640,0.99
594641,0.89
594642,0.96
594643,0.96
594644,0.91
594645,0.61
594646,0.86
594647,0.91
594648,0.92
594649,0.98
594650,0.92
594651,0.74
594652,0.56
594653,0.81
594654,0.85
594655,0.52
594656,0.64
594657,0.81
594658,0.88
594659,1.0
594660,0.91
594661,0.96
594662,0.93
594663,0.95
594664,0.98
594665,0.59
594666,0.78
594667,0.98
594668,0.09
594669,0.74
594670,0.88
594671,0.67
594672,0.92
594673,0.52
594674,0.83
594675,0.84
594676,0.39
594677,0.91
594678,0.82
594679,0.39
594680,0.95
594681,0.91
594682,0.96
594683,0.46
594684,0.94
594685,0.55
594686,0.94
594687,0.89
594688,0.98
594689,0.9
594690,0.96
594691,0.97
594692,0.92
594693,0.15
594694,0.95
594695,0.98
594696,0.69
594697,0.92
594698,0.99
594699,0.78
594700,0.72
594701,0.93
594702,0.92
594703,0.96
594704,0.83
594705,0.95
594706,0.5
594707,0.6
594708,0.37
594709,0.59
594710,0.94
594711,0.95
594712,0.62
594713,0.82
594714,0.51
594715,0.96
594716,0.8
594717,0.67
594718,0.93
594719,0.96
594720,0.8
594721,0.98
594722,0.96
594723,0.6
594724,0.31
594725,0.99
594726,0.88
594727,0.85
594728,0.58
594729,0.95
594730,0.95
594731,0.88
594732,0.96
594733,0.26
594734,0.43
594735,0.91
594736,0.99
594737,0.99
594738,0.72
594739,0.96
594740,0.51
594741,0.95
594742,0.86
594743,0.9
594744,0.9
594745,0.92
594746,0.91
594747,0.88
594748,0.95
594749,0.93
594750,0.33
594751,0.52
594752,0.15
594753,1.0
594754,0.15
594755,0.63
594756,0.75
594757,0.96
594758,0.95
594759,0.72
594760,0.96
594761,0.66
594762,0.9
594763,0.93
594764,0.71
594765,0.89
594766,0.97
594767,0.9
594768,0.97
594769,0.89
594770,0.91
594771,0.98
594772,0.9
594773,0.96
594774,0.71
594775,0.95
594776,0.98
594777,0.91
594778,0.29
594779,0.93
594780,0.97
594781,0.94
594782,0.79
594783,0.89
594784,0.93
594785,0.74
594786,0.39
594787,0.36
594788,0.97
594789,0.93
594790,0.6
594791,0.94
594792,0.97
594793,0.37
594794,0.3
594795,0.43
594796,0.92
594797,0.91
594798,0.98
594799,0.83
594800,0.98
594801,0.96
594802,0.93
594803,0.28
594804,0.98
594805,0.49
594806,0.89
594807,0.21
594808,0.92
594809,0.95
594810,0.41
594811,0.38
594812,0.88
594813,0.03
594814,0.34
594815,0.98
594816,0.6
594817,0.97
594818,0.93
594819,0.77
594820,0.67
594821,0.99
594822,0.77
594823,0.87
594824,0.96
594825,0.27
594826,0.19
594827,0.79
594828,0.91
594829,0.96
594830,0.83
594831,0.92
594832,0.46
594833,0.94
594834,0.91
594835,0.94
594836,0.89
594837,0.72
594838,0.94
594839,0.92
594840,0.91
594841,0.9
594842,0.93
594843,0.46
594844,0.87
594845,0.83
594846,0.99
594847,0.89
594848,0.76
594849,0.97
594850,0.85
594851,0.86
594852,0.96
594853,0.95
594854,0.94
594855,0.89
594856,0.63
594857,0.5
594858,0.72
594859,0.68
594860,0.97
594861,0.8
594862,0.91
594863,0.73
594864,0.9
594865,0.95
594866,0.88
594867,0.7
594868,0.93
594869,0.48
594870,0.24
594871,0.97
594872,0.96
594873,0.94
594874,0.94
594875,0.52
594876,0.99
594877,0.76
594878,0.69
594879,0.96
594880,0.8
594881,0.76
594882,0.99
594883,0.97
594884,0.96
594885,0.93
594886,0.27
594887,0.95
594888,0.97
594889,0.92
594890,0.93
594891,0.98
594892,0.93
594893,0.87
594894,0.97
594895,0.95
594896,0.96
594897,0.89
594898,0.43
594899,0.76
594900,0.92
594901,0.7
594902,0.86
594903,0.99
594904,0.91
594905,0.68
594906,0.92
594907,0.64
594908,0.31
594909,0.23
594910,0.82
594911,0.98
594912,0.95
594913,0.99
594914,0.96
594915,0.63
594916,0.47
594917,0.75
594918,0.99
594919,0.11
594920,0.88
594921,0.91
594922,0.75
594923,0.92
594924,0.9
594925,0.49
594926,0.91
594927,0.94
594928,0.63
594929,0.97
594930,0.66
594931,0.47
594932,0.97
